image_id;strategy;precision;recall;f1;strategy;precision;recall;f1;strategy;precision;recall;f1
TNBC_NucleiSegmentation/gt/09_2.png;moments;0.27586206896551724;0.10256410256410256;0.14953271028037385;otsu;0.28205128205128205;0.14666666666666667;0.19298245614035087;triangle;1.0;0.011764705882352941;0.023255813953488372
TNBC_NucleiSegmentation/gt/11_1.png;moments;0.5862068965517241;0.06463878326996197;0.11643835616438356;otsu;0.5714285714285714;0.06060606060606061;0.10958904109589043;triangle;0.7142857142857143;0.01818181818181818;0.035460992907801414
TNBC_NucleiSegmentation/gt/04_6.png;moments;0.5242718446601942;0.8571428571428571;0.6506024096385542;otsu;0.453781512605042;0.8571428571428571;0.5934065934065933;triangle;0.2972972972972973;0.8870967741935484;0.44534412955465597
TNBC_NucleiSegmentation/gt/04_3.png;moments;0.4666666666666667;0.7777777777777778;0.5833333333333334;otsu;0.4375;0.7777777777777778;0.56;triangle;0.15384615384615385;1.0;0.2666666666666667
TNBC_NucleiSegmentation/gt/09_1.png;moments;0.6538461538461539;0.136;0.22516556291390727;otsu;0.5777777777777777;0.22413793103448276;0.32298136645962733;triangle;1.0;0.0364963503649635;0.0704225352112676
TNBC_NucleiSegmentation/gt/06_2.png;moments;0.5615384615384615;0.5615384615384615;0.5615384615384615;otsu;0.5428571428571428;0.5984251968503937;0.5692883895131086;triangle;0.3381818181818182;0.8157894736842105;0.4781491002570694
TNBC_NucleiSegmentation/gt/01_5.png;moments;0.6896551724137931;0.8333333333333334;0.7547169811320755;otsu;0.5526315789473685;0.9130434782608695;0.6885245901639344;triangle;0.68;0.6296296296296297;0.6538461538461539
TNBC_NucleiSegmentation/gt/10_3.png;moments;0.6481481481481481;0.6363636363636364;0.6422018348623852;otsu;0.660377358490566;0.6363636363636364;0.6481481481481481;triangle;0.7875;0.5384615384615384;0.6395939086294417
TNBC_NucleiSegmentation/gt/01_1.png;moments;0.6781609195402298;0.7195121951219512;0.6982248520710059;otsu;0.6741573033707865;0.7407407407407407;0.7058823529411764;triangle;0.8225806451612904;0.5666666666666667;0.6710526315789475
TNBC_NucleiSegmentation/gt/04_4.png;moments;0.6368715083798883;0.6162162162162163;0.6263736263736264;otsu;0.5871559633027523;0.7272727272727273;0.6497461928934011;triangle;0.5239852398523985;0.8606060606060606;0.6513761467889908
TNBC_NucleiSegmentation/gt/04_8.png;moments;0.6730769230769231;0.22727272727272727;0.3398058252427184;otsu;0.6915887850467289;0.24342105263157895;0.36009732360097324;triangle;1.0;0.008174386920980926;0.016216216216216214
TNBC_NucleiSegmentation/gt/05_2.png;moments;0.6666666666666666;0.546583850931677;0.6006825938566552;otsu;0.6666666666666666;0.509090909090909;0.5773195876288659;triangle;0.7358490566037735;0.195;0.30830039525691705
TNBC_NucleiSegmentation/gt/08_2.png;moments;0.7238095238095238;0.42696629213483145;0.5371024734982331;otsu;0.7238095238095238;0.42696629213483145;0.5371024734982331;triangle;0.6753246753246753;0.6666666666666666;0.6709677419354838
TNBC_NucleiSegmentation/gt/04_2.png;moments;0.22580645161290322;1.0;0.3684210526315789;otsu;0.2916666666666667;1.0;0.45161290322580644;triangle;0.06796116504854369;1.0;0.12727272727272726
TNBC_NucleiSegmentation/gt/05_3.png;moments;0.5703125;0.6186440677966102;0.5934959349593496;otsu;0.6146788990825688;0.5403225806451613;0.575107296137339;triangle;0.63;0.49606299212598426;0.5550660792951543
TNBC_NucleiSegmentation/gt/03_2.png;moments;0.9078947368421053;0.4791666666666667;0.6272727272727273;otsu;0.9295774647887324;0.4489795918367347;0.6055045871559633;triangle;0.9787234042553191;0.2822085889570552;0.4380952380952381
TNBC_NucleiSegmentation/gt/07_2.png;moments;0.8653846153846154;0.6818181818181818;0.7627118644067796;otsu;0.8166666666666667;0.7903225806451613;0.8032786885245902;triangle;0.42448979591836733;0.8739495798319328;0.5714285714285715
TNBC_NucleiSegmentation/gt/04_1.png;moments;0.6666666666666666;0.5319148936170213;0.591715976331361;otsu;0.6774193548387096;0.5706521739130435;0.6194690265486725;triangle;0.68125;0.5989010989010989;0.6374269005847953
TNBC_NucleiSegmentation/gt/01_4.png;moments;0.832;0.6933333333333334;0.7563636363636365;otsu;0.9223300970873787;0.6012658227848101;0.7279693486590038;triangle;0.9375;0.5555555555555556;0.6976744186046512
TNBC_NucleiSegmentation/gt/07_1.png;moments;0.9302325581395349;0.5555555555555556;0.6956521739130435;otsu;0.9396551724137931;0.49099099099099097;0.6449704142011834;triangle;0.9425287356321839;0.34024896265560167;0.5
TNBC_NucleiSegmentation/gt/03_4.png;moments;0.9473684210526315;0.782608695652174;0.8571428571428571;otsu;1.0;0.4642857142857143;0.6341463414634146;triangle;0.9473684210526315;0.782608695652174;0.8571428571428571
TNBC_NucleiSegmentation/gt/04_7.png;moments;0.8867924528301887;0.6619718309859155;0.7580645161290323;otsu;0.8421052631578947;0.6857142857142857;0.7559055118110235;triangle;0.3969465648854962;0.7878787878787878;0.5279187817258884
TNBC_NucleiSegmentation/gt/09_3.png;moments;0.58;0.31868131868131866;0.41134751773049644;otsu;0.576271186440678;0.3953488372093023;0.46896551724137925;triangle;1.0;0.03508771929824561;0.06779661016949151
TNBC_NucleiSegmentation/gt/04_5.png;moments;0.5555555555555556;1.0;0.7142857142857143;otsu;0.5;1.0;0.6666666666666666;triangle;0.14285714285714285;1.0;0.25
TNBC_NucleiSegmentation/gt/03_1.png;moments;0.9649122807017544;0.6547619047619048;0.7801418439716312;otsu;0.9782608695652174;0.4838709677419355;0.6474820143884893;triangle;0.9655172413793104;0.6746987951807228;0.7943262411347517
TNBC_NucleiSegmentation/gt/10_1.png;moments;0.8676470588235294;0.40273037542662116;0.5501165501165501;otsu;0.8656716417910447;0.39322033898305087;0.5407925407925408;triangle;1.0;0.0026246719160104987;0.005235602094240837
TNBC_NucleiSegmentation/gt/01_7.png;moments;0.6261682242990654;0.7282608695652174;0.6733668341708543;otsu;0.6090909090909091;0.7282608695652174;0.6633663366336634;triangle;0.6090909090909091;0.7282608695652174;0.6633663366336634
TNBC_NucleiSegmentation/gt/02_1.png;moments;0.65625;1.0;0.7924528301886793;otsu;0.8095238095238095;0.68;0.7391304347826089;triangle;0.11170212765957446;1.0;0.20095693779904306
TNBC_NucleiSegmentation/gt/10_2.png;moments;0.32098765432098764;0.9285714285714286;0.47706422018348627;otsu;0.21774193548387097;1.0;0.3576158940397351;triangle;0.17763157894736842;1.0;0.3016759776536313
TNBC_NucleiSegmentation/gt/07_3.png;moments;0.9910313901345291;0.49330357142857145;0.6587183308494784;otsu;0.9910313901345291;0.49330357142857145;0.6587183308494784;triangle;0.9916317991631799;0.5374149659863946;0.6970588235294118
TNBC_NucleiSegmentation/gt/09_4.png;moments;0.9210526315789473;0.2777777777777778;0.426829268292683;otsu;0.8723404255319149;0.33884297520661155;0.48809523809523814;triangle;0.5259259259259259;0.7244897959183674;0.6094420600858369
TNBC_NucleiSegmentation/gt/11_3.png;moments;0.6559139784946236;0.6421052631578947;0.6489361702127658;otsu;0.6565656565656566;0.7142857142857143;0.6842105263157894;triangle;0.7;0.2966101694915254;0.41666666666666663
